"","name","WAT","EN_FOR","DN_FOR","DB_FOR","MIX_FOR","CL_SHB","OP_SHB","WOOD_SAV","SAV","GRA","WETL","CROP","URB","NAT_CROP","SNOW","BAR","ELEV_MAX","ELEV_AVE","ELEV_MIN","SMAX","SAVG","ASP","BIO_1","BIO_2","BIO_3","BIO_4","BIO_5","BIO_6","BIO_7","BIO_8","BIO_9","BIO_10","BIO_11","BIO_12","BIO_13","BIO_14","BIO_15","BIO_16","BIO_17","BIO_18","BIO_19"
"218","Broom Mountain",0,0,0,0,0,0,4.44,0,0,95.56,0,0,0,0,0,0,"2430.05786132812","2153.62878717113","1848.14819335938",29.0291557312012,3.89063641006912,164.96174563299,10.7390026164552,18.4807448163629,46.0485866362939,794.417649288191,31.3612499237061,-10.7847499847412,40.1344373226166,20.0260416666667,8.71088537077109,20.6895521481832,1.19751038153966,279.75,59.75,9.25,72.4506823324148,152.25,32.75,124.25,42.25
"219","Brushy Mountain",0,0,0,0,0,0,96.78,0,0,3.22,0,0,0,0,0,0,"2068.99536132812","1624.44367485197","1283.44604492188",35.7556762695312,9.64242220499627,174.483789932076,13.6952838349001,19.8558177058585,50.3678082589315,729.916964750837,34.507251739502,-6.97574996948242,39.4038749933243,22.3313436508179,16.8624895364046,22.905552148819,5.10266669591268,386.25,73.25,7.75,65.901872698473,192.75,30.25,155.5,86.25
"220","Buckeye",0,0,0,0,0,0,52.89,0,0,47.11,0,0,0,0,0,0,"1267.04699707031","1236.95106388972","1209",4.10822772979736,0.371083159037389,123.630462816243,15.9522500534852,17.5699167847633,44.9499313816351,793.802709454486,34.8470001220703,-4.24074983596802,39.0877499580383,24.6026668548584,7.97545856237411,25.6084583600362,6.05970837672551,387,69,9,69.5123770424039,191,32,172,34
"221","Buckeye NE",0,0,0,0,0,0,22.78,0,0,77.22,0,0,0,0,0,0,"1280.58178710938","1254.13959560947","1226.06591796875",1.05273485183716,0.253701843668095,115.43824934074,15.4812082747618,17.5080416401227,44.6850303698656,800.352234294052,34.3819999694824,-4.79899978637695,39.1809997558594,24.2180415789286,7.407166659832,25.2172915140788,5.50987482070923,398,70,9,69.562474522277,197,33,180,35
"222","Buckeye NW",0,0,0,0,0,0,39.89,0,0,60.11,0,0,0,0,0,0,"1323","1294.17412280103","1265.83215332031",1.69419836997986,0.385008207006061,121.834674101418,15.4637394895156,17.4626664817333,44.617688349818,800.051054563077,34.4022483825684,-4.79899978637695,39.1383740901947,24.2124791145325,7.40154160062472,25.2129371960958,5.51197904348373,396.5,70.5,9.5,69.7941688470473,198,33.5,178.5,35.5
"223","Buckhorn",0,0,0,0,0,0,76.78,0,0,23.22,0,0,0,0,0,0,"1837.73950195312","1551.00762451318","1402.12280273438",24.2223796844482,4.09416255316692,170.869373125955,13.1964348115143,20.6942133987711,51.3946227857387,726.688490191519,34.4842491149902,-7.52850008010864,40.2539372444153,21.8398643732071,16.2710207581986,22.3612498044968,4.65460417668025,402,74.75,8.5,64.5432171648651,198.75,32.75,159.75,88.75
"224","Buell Park",0,0,0,0,0,0.11,34,14.78,0.22,50,0,0.78,0,0,0,0.11,"2606.6015625","2264.49535815299","2128.20043945312",32.1897468566895,4.69226553709635,162.040283690868,7.84483325481415,17.1554582913717,42.6850910701239,831.398825870547,27.2644996643066,-12.9262504577637,40.1907501220703,17.9635415871938,10.8138333559036,18.1316666603088,-2.19325009981791,348,54,11,44.8791868703235,140,39,114,77
"225","Bueyeros",0,0,0,0,0,0,0.33,0,0,99.67,0,0,0,0,0,0,"1609.72717285156","1405.98599610212","1347",17.3239097595215,2.12536011916809,174.619576612101,12.6136823495229,17.0854480266571,42.7740526500343,839.212374296399,32.8917503356934,-7.52624988555908,39.9437501430511,23.0921459197998,2.36941667397817,23.0921459197998,2.36941667397817,383.5,73.5,6.5,72.7079681134498,191,23.5,191,23.5
"226","Bueyeros NE",0,0,0,0,0,0,0.78,0,0,99.22,0,0,0,0,0,0,"1563.6416015625","1448.84779927865","1366",13.8123111724854,1.60986885640819,226.629818845004,12.5676146547,17.2788126866023,42.7502909397205,847.955282111367,32.8917503356934,-7.52624988555908,40.4180002212524,23.1298751831055,2.19770844777425,23.1298751831055,2.19770844777425,385,74,6,73.0285896428043,192,23,192,23
"227","Buffalo Springs",0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,"1393.65661621094","1308.29954916909","1252.56677246094",15.2243967056274,1.0049846695015,203.193890346075,13.1996718472801,17.1345103528971,42.6300312318047,847.761708500111,33.9647483825684,-7.25600004196167,40.1857492923737,23.764416495959,2.84573958317439,23.764416495959,2.84573958317439,385,74.75,7.25,71.0124566845228,190.5,26.5,190.5,26.5
"228","Bug Scuffle Canyon",0,3.44,0,0,0.22,8.67,76.33,7.44,0.44,1.78,0,0.78,0,0.89,0,0,"2895.052734375","2036.94661474742","1308.33251953125",50.3477668762207,10.882472992859,206.891995556592,13.3270364177103,16.1579790767282,45.2887720620936,729.342774148647,35.3009986877441,-7.22499990463257,35.6615616679192,21.3075937430064,9.96795828267932,22.3196039994558,4.46497914195061,408.5,82,10.75,67.6903062117843,211.75,44,187,63.5
"229","Bull Basin",0,22.56,0,0,0,62.67,0.33,12.11,0.11,2.22,0,0,0,0,0,0,"2724.228515625","2256.43277322435","1797.79565429688",34.5682334899902,10.809914245014,165.143672125258,8.02554175381859,20.0096251741052,52.2182065628375,672.776270541545,26.9262504577637,-11.3929996490479,38.3192501068115,16.2212919394175,10.5554997175932,16.5505417188009,0.186333497365316,456,92,11,67.1935428987034,230,45,193,84
"230","Bull Canyon",0,0,0,0,0,0,64.22,1.33,0.22,34.22,0,0,0,0,0,0,"2229.50610351562","2063.31500295359","1868.689453125",18.083251953125,3.47849211234424,203.207793434082,9.90337509289384,17.5892292583982,43.5603893748689,828.150857912742,30.7767505645752,-10.5915002822876,40.3600001335144,19.3951252301534,5.06187509000301,20.2607502142588,-0.13349994023641,408.5,78,13.5,60.3038060359684,199.5,52.5,181,67.5
"231","Bull Gap",0,0,0,0,0,0,89.44,0,0,9.89,0,0,0.67,0,0,0,"1718.49328613281","1488.61456965872","1397",22.7564258575439,1.52755481857611,238.849440458259,14.3062916516016,18.9100416662792,47.1666209285661,793.043089189835,34.0657501220703,-6.02624988555908,40.0920000076294,23.1284998257955,9.88099992026885,24.1134996414185,4.6407083272934,292,56,9,60.9280406669331,142,33,126,46
"232","Bull Gap SW",0,0,0,0,0,0,97.56,0,0,2,0,0,0.44,0,0,0,"1713.12463378906","1457.95572852441","1378",17.3355102539062,1.16046860320963,162.824118883412,14.5645468887718,18.3547083820837,46.535188266489,788.757398289982,34.8562507629395,-6.02624988555908,39.4395002126694,23.3144271771113,10.1726248196016,24.3231353362401,4.94254163901011,283.5,54.75,8.25,62.1585591837989,139.25,31,122.75,45
"233","Bullard Peak",0,0,0,0,0,12.44,83.67,0.33,1.56,2,0,0,0,0,0,0,"2129.69995117188","1770.29553967213","1434.55773925781",29.6388053894043,7.80348252982265,205.492189967698,13.3274166931709,19.0669167935848,49.6316814828328,725.995181168785,32.5797500610352,-6.22375011444092,38.4142503738403,21.8357083002726,16.5905418296655,22.487770875295,4.77579164505005,387,74.5,8,66.1403751335732,193,30.5,158,86.5
"234","Bulldog Mesa",0,0,0,0,0,0,5.56,0,0,94,0,0.44,0,0,0,0,"1521.72290039062","1266.95318065723","1222.43432617188",24.2324962615967,1.21143055711657,159.460882842568,14.2587787120913,16.1873178463429,41.8663533763296,826.817198715637,33.9705009460449,-5.44000005722046,38.664250254631,24.5576043128967,4.14057290554047,24.5576043128967,4.14057290554047,419,73.75,10.5,61.9257347542785,196.25,36.25,196.25,36.25
"235","Bullis Spring Ranch",0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,"2010.39245605469","1791.11627497616","1541.27197265625",20.0602951049805,4.9984695152825,150.851636686272,13.8158749615153,15.819833462437,44.2463315425734,737.244693716605,31.169750213623,-4.58424997329712,35.7540001869202,21.8197913169861,9.56758332252502,22.89470799764,4.76570828755697,419,88,10,75.1642481958179,227,37,198,47
"236","Burned Mountain",0,46.67,0,0,0,0,0,2.33,0,48.33,0,1,0,1.67,0,0,"3217.35668945312","2849.05349984488","2606.197265625",25.6315593719482,7.78204676383263,159.689737594802,4.00680985984703,16.0070573625465,41.9673406902232,805.133783540527,23.4479999542236,-17.5225009918213,38.1512508392334,13.7730001012484,3.94149994850159,13.789854268233,-5.70044802377621,576.5,85.25,30.5,33.6977084763266,209.75,102.25,202.25,125.75
"237","Burned Timber Canyon",0,0,0,0,0,0,47.67,4.56,1.56,46.22,0,0,0,0,0,0,"2371.50073242188","2145.03158085374","2030.67102050781",26.1367206573486,4.43876686602279,202.622147076914,8.2528230038782,19.1456041162213,46.8130585196917,796.959398575954,28.2342491149902,-12.6637496948242,40.8979988098145,17.6741665999095,11.7145833770434,18.2328748703003,-1.34454147020976,373,61,13,44.1486208412243,152,50,128,82
"238","Burnham Trading Post",0,0,0,0,0,0,81.67,0,0,0,0,0,0,0,0,18.33,"1799.55505371094","1712.41802351701","1652.43505859375",7.4904899597168,1.37712914659628,236.356077174312,11.2394895764689,19.0132291689515,43.6085742661243,890.472191672928,32.4659996032715,-11.133749961853,43.5997495651245,21.6922497749329,15.2439167151848,22.3840414683024,0.455708265304565,212,33,9,43.4816511745848,86,30,70,42
"239","Burnt Corral Canyon",0,0,0,0,0,41.89,47.67,5.11,1.33,4,0,0,0,0,0,0,"2766.88256835938","2145.95210301094","1755.14416503906",35.1765632629395,6.98404425835576,158.204240537495,9.9279164771239,20.9496664404869,51.8424572745454,711.863325337309,29.726749420166,-10.683500289917,40.410249710083,18.3960829575857,12.9120414455732,18.812541325887,1.45154158274333,432,83,10,68.5772229945652,224,41,182,83
"240","Burnt Mesa",0,0,0,0,0,0,6.67,5.22,0.78,87.11,0,0.22,0,0,0,0,"2161.71264648438","1986.46310288468","1850.83923339844",29.7477321624756,5.88375380164808,172.221218966914,9.31407299637794,16.1256043314934,39.4766129285117,886.848993895499,29.0162506103516,-11.8322496414185,40.84850025177,16.0617501338323,12.9656250874201,20.4040002822876,-1.44991668065389,389,51,15,28.3165457613453,130,61,103,93
"241","Burro Lake",0,0,0,0,0,0,1.56,0,0,98.44,0,0,0,0,0,0,"1734.62780761719","1673.01921262477","1603.15600585938",3.88581538200378,1.1482075367145,133.882896864339,12.5374479964375,17.5163020938635,44.9081415685643,785.222439852628,32.3764991760254,-7.61975002288818,39.0034365653992,21.6446667114894,4.46972929437955,22.2418228387833,2.95131256182988,342.25,71.25,11.5,66.8170167970693,169.25,36,166,38.75
"242","Burro Peak",0,0.56,0,0,0,2.78,74.33,15.11,0.78,6.44,0,0,0,0,0,0,"2438.5537109375","1954.22010699262","1726.65881347656",27.1983451843262,5.61678405626343,175.988378931828,11.9814063211282,17.8434376120567,48.4566582108416,711.174216357992,30.2845001220703,-6.53900003433228,36.8235001564026,20.2173748016357,15.2919169664383,20.9897084236145,3.6269584496816,420,83,8,67.6484940186063,211,33,176,92
"243","Bustos Well",0,0,0,0,0,0,66,0,0,34,0,0,0,0,0,0,"1946.11340332031","1753.04117235102","1615.64331054688",23.1062145233154,3.92259707031068,190.768621966745,12.8842812826236,18.4591042896112,45.7695882657079,802.435126175924,32.6855010986328,-7.64499998092651,40.3305010795593,22.1085001627604,8.24108338356018,22.8511252403259,3.10033337275187,271,57,8,71.0561322167108,145,28,120,37
"244","Button Mesa NE",0,0,0,0,0,0,1.78,0,0,98.22,0,0,0,0,0,0,"1365.43969726562","1337.97080892583","1313",1.55077517032623,0.291595709015066,105.833716292059,14.2500937642762,17.2981874422015,44.0925985422513,805.239308633195,33.4529991149902,-5.77850008010864,39.2314991950989,23.2375001907349,5.98366652925809,24.0270835558573,4.23987487951914,400,73,10,69.2749077589536,195,33,193,33
"245","Button Mesa North",0,0,0,0,0,0,2.78,0,0,97.22,0,0,0,0,0,0,"1383.77807617188","1357.35776587232","1318.61267089844",3.46866679191589,0.492562813912832,181.077755203886,14.3115233679807,17.497025827528,44.2616106182596,804.692078748476,33.9449996948242,-5.96225023269653,39.5303748846054,23.3222603797913,6.04290623466174,24.0576769510905,4.27842705448469,395,72.5,9.5,69.9248618298935,194.25,31.75,190.25,32
"246","Button Mesa South",0,0,0,0,0,0,6,0,0,94,0,0,0,0,0,0,"1368.87133789062","1337.4832432704","1290.0087890625",5.02913665771484,0.664999491753537,187.582446807176,14.4957890205066,17.5644842202504,44.4645825882687,800.955063588292,33.9449996948242,-5.96225023269653,39.5016877651215,23.4610520998637,5.82247922817866,24.192708214124,4.51435412963231,394.25,72.25,9,70.2738665519132,194.25,31.25,188.5,31.5
"247","C Bar Ranch",0,0,0,0,0,0,69.33,0,0,30.67,0,0,0,0,0,0,"2040.63635253906","1771.06568844973","1604.78698730469",21.402795791626,3.47485732499354,136.110993488123,13.4742811769247,18.3858540356159,48.5531212593532,733.728641136593,32.3790016174316,-5.48850011825562,37.8675017356873,21.9135417938232,17.0159995953242,22.7400000890096,4.8131666580836,368,72,7,67.6534044056591,185,29,155,81
"248","C-N Lake",0,0,0,0,0,0,20.56,0,0,79.44,0,0,0,0,0,0,"2304.03393554688","2132.79698236334","2098",19.4799270629883,1.59512939382907,197.829558728318,9.21973967552185,21.5848126411438,50.8494123563445,759.737447888672,30.2644996643066,-12.1840000152588,42.4484996795654,18.1630835533142,8.173708319664,18.5893751780192,-0.0164998372395833,320,72,7,83.5434389742718,189,29,153,42
"249","Caballo",3.11,0,0,0,0,0,67.56,0,0,23.44,0.33,0.89,3.56,0,0,1.11,"1617.55688476562","1352.18368274792","1262.59375",24.4593830108643,3.49649134931726,165.118677384059,14.67061443006,17.6513122941057,46.0244917164688,771.467051992598,33.6942481994629,-4.65775012969971,38.3519983291626,23.3434993426005,10.3017500738303,24.3177078564962,5.34729182720184,298,63,4,78.4824372227124,168,21,139,43
"250","Cabezon Peak",0,0,0,0,0,0,90.44,0,0,9.56,0,0,0,0,0,0,"2335.87646484375","1940.57446824672","1761.54870605469",31.9938220977783,4.94709078853376,173.26168566842,11.1460624169558,17.9718331433833,43.3568141920897,854.244523064739,31.2530002593994,-10.1979999542236,41.451000213623,21.1077915827433,6.09924989193678,21.9313332239787,0.849624951680501,287,52,14,51.2381885289308,130,45,111,46
"251","Cabin Wells",0,0,0,0,0,0,90,0,0,0,0,0.78,0,0,0,9.22,"1367.70288085938","1278.35042176096","1254",2.79859209060669,0.457574190453465,114.782268194497,16.1116875534256,18.0248334159454,47.2652322606443,757.718848032211,35.0595016479492,-3.07599997520447,38.1355016231537,24.470666885376,15.7078751722972,25.487208366394,6.91183325648308,285,63,4,78.5756837384475,160,20,131,52
"252","Cabra Hill",0,0,0,0,0,0,4,0,0,96,0,0,0,0,0,0,"1622.34350585938","1529.04552271459","1442.20703125",17.3116989135742,1.79731651333732,151.608968865696,12.708651104942,17.1887813818951,44.192178395384,797.939776936824,33.0462493896484,-7.15525007247925,38.8936878442764,21.825875043869,3.08370834589005,22.7608126004537,3.08370834589005,380.25,73.25,10.5,66.4176453528296,186.5,35,183.5,35
"253","Cactus Tank",0,0,0,0,0,0,18.78,0,0,81.22,0,0,0,0,0,0,"1736.72534179688","1638.09552177559","1529.17016601562",20.5323486328125,2.19179784345806,161.806544468434,12.0846823329727,17.4126042773326,44.8209821733059,787.13847801825,32.5982513427734,-7.82324981689453,38.8468132019043,21.1085833708445,3.00132292509079,22.0049897432327,2.59056250254313,385.25,74.75,11.5,66.1759490950712,190.75,38,184.75,38
"254","Cal Ship Mesa",0,0,0,0,0,8,37.67,22.67,2.33,29,0,0.33,0,0,0,0,"2845.2265625","2439.38921335013","2169.3515625",33.3103294372559,7.60012198075369,179.510357696281,8.71066668629646,18.4856667717298,47.5118347310099,750.9088387134,27.7894992828369,-11.1180000305176,38.9074993133545,17.5005416870117,7.55116673310598,18.0546250343323,-0.318708340326945,346,74,10,75.9515086614359,193,37,158,54
"255","Caliente Canyon North",0,2.56,0,0,0,0.33,0,1,0,95.89,0,0.22,0,0,0,0,"2563.7158203125","2433.16833019824","2237.65844726562",19.2050113677979,6.01636094693442,159.582978263931,6.83086453626553,15.8188539594412,44.0342235648912,742.806281318061,24.6264991760254,-11.2974996566772,35.9239988327026,16.1456665198008,-2.02437496185303,16.1456665198008,-2.02437496185303,420,77,13,64.4409612433801,198,40,198,40
"256","Caliente Canyon South",0,0,0,0,0,3,0,17.22,0,79.78,0,0,0,0,0,0,"2503.77392578125","2234.82109204272","2051.48901367188",22.0086879730225,6.29402896157102,175.647811376121,7.97520835200946,16.516333202521,44.790967803136,750.059282758015,26.4212493896484,-10.4530000686646,36.874249458313,17.395041624705,-0.959250052769979,17.395041624705,-0.959250052769979,399,77,10,70.3503138772696,195,33,195,33
"257","Camaleon Draw East",0,0,0,0,0,0,13.67,0.56,0,85.78,0,0,0,0,0,0,"1887.77905273438","1837.88045972582","1777.25158691406",4.70878839492798,1.03194411810465,140.905929140256,12.2669686973095,17.4890625278155,45.4052025580482,767.654749924514,31.1142501831055,-7.40350008010864,38.5177502632141,21.2419584592183,4.35324990749359,21.7785417238871,2.96258322397868,330,69,11,68.8795824418301,168,35,162,37
"258","Camaleon Draw West",0,0,0,0,0,0,20.33,2,0,77.56,0,0.11,0,0,0,0,"2052.79077148438","1911.43200167752","1846.85498046875",13.7007637023926,1.22610374994431,136.193677170355,11.8596041873097,16.5226666380962,44.3680632106515,757.966140975269,29.9724998474121,-7.26749992370605,37.2399997711182,20.6389581362406,4.09754168987274,21.3193747202555,2.71416664123535,344,74,11,71.1915064829402,179,39,172,42
"259","Cambray",0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,"1320.02612304688","1280.96222889659","1248.15576171875",8.15685558319092,0.32239771384688,228.738822674987,16.6234401678666,19.5573177703967,48.0206861134445,792.835248114187,37.1207504272461,-4.48175001144409,40.7204381227493,25.3510313828786,16.426416605711,26.4442503054937,6.99302077790101,248,53.25,4,79.4139669197778,141,16,115.5,41.25
"260","Camel Mountain",0,0,0,0,0,0,99.89,0,0,0,0,0,0,0,0,0.11,"1404.1123046875","1264.82998582228","1189.14965820312",21.5742206573486,1.33929552230516,193.549958437133,17.0931249869366,18.6879999612768,46.7910646782864,793.189366110933,36.7719993591309,-3.16724991798401,39.9392492771149,25.7900420824687,16.9179583787918,26.8543748855591,7.38633319238822,239,51,4,82.3406276474312,141,16,111,36
"261","Cammak Camp",0,0,0,0,0,0,0.33,0,0,99.22,0,0.44,0,0,0,0,"1229.88342285156","1164.20821329549","1082.81188964844",9.70271968841553,0.888447486815721,164.492571171758,14.1966562097271,17.0100209265947,41.8690191274893,870.276810357723,34.4857482910156,-6.14099979400635,40.626748085022,25.0172084172567,3.54537487030029,25.0172084172567,3.54537487030029,397,79,9,70.5206855322044,196,33,196,33
"262","Campana",0,0,0,0,0,0,36.11,0.22,0,63.67,0,0,0,0,0,0,"1562.02844238281","1431.02650307411","1318.93371582031",25.142370223999,4.91201209588501,180.032079225295,12.875354222022,16.0904167263458,41.7163581085571,829.64238780095,32.4537506103516,-6.11724996566772,38.5710005760193,23.2114583651225,2.74641672770182,23.2114583651225,2.74641672770182,388,70,8,68.3187715452682,190,27,190,27
"263","Campbell",0,0,0,0,0,0,85.56,0,0,14.44,0,0,0,0,0,0,"1232.30139160156","1187.67641507662","1158",3.01767182350159,0.539700060284843,200.690126092159,15.2363021572431,18.0029375950495,43.7115681390981,840.962331432267,35.536750793457,-5.64900016784668,41.1857509613037,24.7141671180725,6.67158331473668,25.3833753267924,4.72691671053569,349,66,9,68.233659925593,172,28,163,31
"264","Campbell Well",0,0,0,0,0,0,78,0,0,0.33,0,21.33,0,0,0,0.33,"1461.79382324219","1316.24334271699","1259",13.4582862854004,0.647567607243633,74.0315079997989,16.1682603706916,18.0542287131151,47.7754670961704,742.374319090861,34.9964981079102,-2.79325008392334,37.7897481918335,24.3187912305196,15.7110002438227,25.3842078844706,7.17241654793421,301,67,4,79.1378380770475,170,21,139,53
"265","Canada",0,6.67,0,0,0,5.33,51.67,10.78,0.67,24.78,0,0.11,0,0,0,0,"2723.4453125","2032.3902974345","1663.31372070312",39.4187469482422,10.3549281686396,144.586921730183,10.2753855312864,16.3267709165812,41.9680014843183,817.829660824813,31.8559989929199,-10.3067502975464,38.8896245956421,19.8023126125336,6.75435426831245,20.4817917346954,0.37877090771993,402.5,68,20,46.4218538634304,173,68,155.5,69.5
"266","Canada Calladita",0,0,0,0,0,0,98.89,0,0,1.11,0,0,0,0,0,0,"2154.90063476562","1939.21408784087","1829.90295410156",23.2789535522461,3.12920698940653,162.169011171746,9.93009114824235,17.9335156567395,43.3643927811351,848.217265711005,30.8542499542236,-12.0935001373291,41.3438754081726,19.8640209436417,1.37857278933128,20.580083489418,-0.337895929813385,270.25,50.5,12.75,54.4527408797393,126,41,106.75,41
"267","Canada Colorado",0,0,0,0,0,0,18.11,0,0,81.89,0,0,0,0,0,0,"1544.36511230469","1402.31977840085","1333.55749511719",13.5975465774536,1.4365236082186,202.555162516136,13.7239010771737,17.4900937397033,44.1594644648992,813.589185430009,34.1040000915527,-6.25374984741211,39.6031868457794,23.1496667861938,4.25533335159222,23.8210208813349,3.80387503902117,389.25,76.25,10.25,65.7310994772638,188.25,36,186.25,36
"268","Canada Ojitos",0,15.89,0,0,0,1.89,1.67,22.89,1.56,55.67,0,0.44,0,0,0,0,"2595.04272460938","2347.74389302104","2135.2109375",36.5152015686035,9.87541725250644,184.442040921491,6.6804270123442,17.7058124194543,43.6948597151379,816.52208727406,25.9860000610352,-14.5354995727539,40.5214996337891,16.6314582029978,9.44362496336301,16.6314582029978,-3.33108329772949,468,74,25,36.7578068393146,180,77,180,98
"269","Canador Peak",0,0,0,0,0,0,95.89,0,0,0,0,4.11,0,0,0,0,"1688.59143066406","1282.41084778897","1138",29.8710861206055,3.83291740119266,195.302638056434,15.2875520382077,20.5613333396614,50.3027810492295,759.508471703211,36.4762496948242,-5.5770001411438,40.8685007095337,24.2498331864675,18.6400001645088,24.7913750807444,6.27033317089081,345,65.5,6.5,65.710994504868,170,25,138,81
"270","Canal Creek",0,0,0,0,0,0,47.33,0,0,1.22,0,0,0,0,0,51.44,"1688.93078613281","1536.97794102445","1443.0595703125",11.8219909667969,1.37862340637878,199.900263670817,11.7039686938127,18.8525622487068,41.868997797807,935.13127631217,33.2072486877441,-11.8202495574951,45.0274982452393,18.3088750044505,16.1085416475932,23.395666440328,0.265166759490967,225,29,7,32.6090387003562,82,34,57,50
"271","Candy Mesa",0,0,0,0,0,0,6.56,0,0,93.44,0,0,0,0,0,0,"1496.51123046875","1405.74733094054","1302.92077636719",11.8839159011841,1.31528446432559,204.456926085722,13.9143333621323,17.1677916472157,43.7565972223699,814.414055865941,33.4472503662109,-5.78749990463257,39.2347502708435,23.0407501856486,3.91054169336955,23.9559168815613,3.91054169336955,408,78,11,65.1756581807579,196,37,193,37
"272","Canjilon",0,7.78,0,0,0,0.56,0.89,15.56,0.44,72.33,0,2.44,0,0,0,0,"2667.20068359375","2366.25952714278","2057.25219726562",25.9770812988281,5.3499901850398,232.696041885391,6.85445822278659,17.0010831157366,42.9016942908861,813.187188021106,25.8697490692139,-13.7582502365112,39.6279993057251,16.6922496159871,9.73141646385193,16.820833047231,-3.01179154713949,481,78,28,38.1693644903053,189,88,172,95
"273","Canjilon Mountain",0,30.67,0.44,0,0.33,0,0,1.22,0,58.56,0.11,1.67,0,7,0,0,"3325.28686523438","2970.7595556232","2576.24438476562",26.3101768493652,6.86545307115389,176.303494422162,3.59527078767618,15.3395000398159,42.2916537994288,768.71263131268,20.8262500762939,-15.4444999694824,36.2707500457764,13.0180833339691,5.9633750518163,13.0180833339691,-5.50987513860067,652,93,33,30.7792151714029,229,114,229,151
"274","Canjilon SE",0,3.22,0,0,0,2,2.33,12.44,0,79.67,0,0.11,0,0.22,0,0,"2674.189453125","2241.96487240787","1893.86865234375",30.750789642334,7.61300464744245,181.602553408939,10.0715103546778,17.0723958015442,41.8936516941467,844.792738799357,29.7654991149902,-10.9862499237061,40.7517490386963,20.2042915026347,-0.256916602452596,20.4074581464132,-0.256916602452596,298,58,11,58.3998139129296,143,37,129,37
"275","Canon Agua Buena",0,0,0,0,0,0,64.67,0,0,35.33,0,0,0,0,0,0,"1832.1669921875","1594.45071344671","1481.98693847656",21.3488960266113,2.30971680852425,171.572851683738,13.547218884031,19.5733542342981,47.1377306147313,807.378332323684,33.927001953125,-7.59674978256226,41.5237517356873,22.7242088317871,9.06808364391327,23.5717921257019,3.68141667048136,260,54,8,69.2810107176001,137,27,114,35
"276","Canon Ancho",0,0,0,0,0,0,15.33,0,0,84.67,0,0,0,0,0,0,"1884.59716796875","1781.69887067278","1648.73950195312",23.5751819610596,3.35486327786721,135.092853602054,10.6646042515834,16.4173749585946,43.8750211067093,773.813071298452,29.4365005493164,-7.98199987411499,37.4185004234314,20.4025419553121,1.31370838483175,20.4025419553121,1.31370838483175,421,80,10,69.5752855011297,208,35,208,35
"277","Canon Colorado",0,0,0,0,0,0,8.78,0,0,91.11,0,0.11,0,0,0,0,"1917.47302246094","1814.02521785691","1559.48583984375",34.4662055969238,4.18939342912537,163.906656128449,10.4542916168769,17.2645417153835,43.872918520436,812.229630861065,30.1084995269775,-9.24275016784668,39.3512496948242,20.5322914123535,0.489166657129924,20.5322914123535,0.489166657129924,393,76,8,72.0601652432857,197,28,197,28
"278","Canon Encierro",0,0,0,0,0,0,70.44,0,0,29.56,0,0,0,0,0,0,"1837.08874511719","1695.2681555505","1427.23669433594",32.7484474182129,7.55514303585747,189.758070719644,11.371403682977,16.2900574033459,42.665598783276,806.394761594906,31.0902500152588,-8.46424961090088,38.1758751869202,21.4309687217077,1.55392716328303,21.4309687217077,1.55392716328303,393.5,72.5,8.75,69.6535517158336,194.5,30,194.5,30
"279","Canon Las Cuevas",0,0,0,0,0,0,12.56,0,0,87.44,0,0,0,0,0,0,"1926.24499511719","1743.64989334794","1473.26879882812",26.948579788208,3.67963848861568,146.68685609051,11.1260520964861,16.5313125550747,43.0290020195237,806.138970416299,30.41575050354,-8.00325012207031,38.4190006256104,21.1648748715719,1.28929177920024,21.1648748715719,1.28929177920024,391,73,9,69.872399322214,193,30,193,30
"280","Canon Olguin",0,0,0,0,0,2.44,83.67,5.22,0.67,8,0,0,0,0,0,0,"1981.32055664062","1732.57085196488","1498.57287597656",30.0030479431152,8.78660482273808,162.79678232273,11.1255834350983,15.6143752237161,43.0148069877721,763.212145270206,29.1860008239746,-7.11399984359741,36.300000667572,20.7510836919149,1.95812487602234,20.7510836919149,1.95812487602234,415,79,11,68.2879098454918,204,37,204,37
"281","Canon Pedroso",0,0,0,0,0,0,6.78,0,0,93.22,0,0,0,0,0,0,"2069.9931640625","1998.56250882906","1903.42687988281",11.1320190429688,1.70272254543937,168.435938207523,9.81259638008972,18.2920052222908,46.6775348146725,768.698237946887,29.6297492980957,-10.1712503433228,39.1821250915527,18.7003229856491,0.525260428587596,19.4892395337423,0.525260428587596,441.25,85.75,12,69.6436924919317,221,40.75,218,40.75
"282","Canon Plaza",0,55.67,0,0,0,0.22,0.22,7.11,0,35.44,0,1.33,0,0,0,0,"2976.27099609375","2642.74406338805","2284.02490234375",30.8760166168213,8.39465114744933,148.706750966751,4.52093220750491,15.7130728363991,42.3222181334005,780.945999092677,23.4479999542236,-15.4444999694824,37.1266250610352,14.0216874281565,1.66987496614456,14.0324790875117,-4.85350008805593,555,84.5,29,35.8066754645114,207,98.5,200,118.5
