"","name","WAT","EN_FOR","DN_FOR","DB_FOR","MIX_FOR","CL_SHB","OP_SHB","WOOD_SAV","SAV","GRA","WETL","CROP","URB","NAT_CROP","SNOW","BAR","ELEV_MAX","ELEV_AVE","ELEV_MIN","SMAX","SAVG","ASP","BIO_1","BIO_2","BIO_3","BIO_4","BIO_5","BIO_6","BIO_7","BIO_8","BIO_9","BIO_10","BIO_11","BIO_12","BIO_13","BIO_14","BIO_15","BIO_16","BIO_17","BIO_18","BIO_19"
"1527","Red River Pass",0,17.78,0,0,0,0,0,2.33,0,79.89,0,0,0,0,0,0,"3397.873046875","2942.17907827036","2594.32250976562",34.8147735595703,9.72502952387983,178.526963627301,2.60258593134737,14.7532344380549,42.4868313102529,736.005230221441,21.5892505645752,-15.9717502593994,34.6709372997284,11.4808333516121,-5.78469791868702,11.7600312506159,-6.11055208106215,643.5,96.75,33.75,36.5455152988629,242,110.5,235.5,110.5
"1528","Red River Peak",0,2.67,0.22,0,0,5.33,0,9.33,0,82.44,0,0,0,0,0,0,"2473.27587890625","2173.20577651109","1927.08117675781",32.4175491333008,10.5747506508661,161.071862194535,8.73933334648609,16.5580832262834,44.2921955811892,762.67194486571,27.4839992523193,-9.89974975585938,37.3837490081787,18.2869582176208,-0.384583234786987,18.2869582176208,-0.384583234786987,370,76,9,77.9991303020858,194,27,194,27
"1529","Red Valley",0,0,0,0,0,0,99.22,0.11,0,0.67,0,0,0,0,0,0,"2338.81298828125","1894.70949734352","1725.23229980469",25.0490951538086,3.25022415658143,173.343292652511,10.4932188019156,15.8598541766405,38.8748120442436,889.104057373011,30.0242500305176,-10.7729997634888,40.7972497940063,21.1939167976379,13.9533333877722,21.5552916526794,-0.324166615804036,261,36,8,37.8646418715505,94,32,74,64
"1530","Redondo Peak",0,76,0,0,0,2.44,3.56,0.78,0,14.78,0,1.11,0,1.33,0,0,"3431.30126953125","2671.52410271083","2208.0107421875",33.9633293151855,10.5788889096917,202.236448587767,7.1921771466732,15.0914376378059,42.489846128652,749.914773486721,24.2975006103516,-11.2202501296997,35.5177507400513,16.1432087421417,10.1276249885559,16.5332918961843,-1.77429167429606,557,89,30,41.3119814964263,225,94,205,115
"1531","Redrock",0,0,0,0,0,0,79.67,0,0,20.11,0,0.22,0,0,0,0,"1577.04724121094","1386.37557357709","1214.8759765625",31.1056365966797,4.45246120082273,219.681907700414,14.0690443935649,19.8893596286265,50.1655277780104,739.954592810656,35.7237510681152,-6.22375011444092,39.6311882734299,22.7751042842865,17.3644897987445,23.3839482069016,5.32787509759267,368.5,70.5,7.25,66.3781991318106,184.25,28.25,149.75,83
"1532","Reeds Peak",0,4.56,0,0,0,33.89,28,9,0.56,20.78,0,3.22,0,0,0,0,"3037.56176757812","2423.96211199689","1912.71997070312",36.1204833984375,15.6720168744589,152.980475454602,8.69803125535448,17.512583317856,49.0465877630777,669.657047702205,27.8127498626709,-10.8607501983643,35.704562664032,16.525166730086,7.5087707862258,17.0632291436195,0.705510377883911,461,95,9,76.3691418639198,255,41.75,210.75,76
"1533","Regina",0,17.67,0,0,0.22,0.44,9.89,7.11,0,63.44,0,0.67,0,0.56,0,0,"3112.1416015625","2369.5464590084","2181.94213867188",30.4918956756592,5.38904615538894,217.193005443948,7.11354168333734,18.5191458845511,44.1891112751884,831.932274914819,28.4955005645752,-15.3032503128052,41.8961873054504,17.229499955972,9.98048973890642,17.2337707877159,-3.13885418574015,424.75,71.25,21.5,42.8793427786982,172.5,68.5,162.5,82.25
"1534","Remuda Basin",2.56,0,0,0,0,0,90.89,0,0,0,0,0,0,0,0.11,6.44,"1054.49926757812","934.178403771442","898.060546875",5.51991605758667,1.08727872243788,208.398207978513,17.5895626172423,17.1429587155581,43.9382800129517,801.676186929246,36.5719985961914,-2.44400000572205,39.0159986019135,26.3203333218892,9.46804196635882,27.2965831756592,7.56679178277651,331,68,9,68.6456810071848,161,30,137,33
"1535","Rencona",0,0,0,0,0,0,30.11,0.56,0,69.33,0,0,0,0,0,0,"2301.97143554688","2159.45333426339","2007.48583984375",17.4285526275635,2.10881698278042,167.348945106669,9.26617190148681,16.9058124839018,43.5606151837343,800.026382449943,29.3549995422363,-11.2637500762939,38.8031249046326,18.4036146004995,4.48137505476674,19.3050001462301,-0.411885400613149,428.5,85.25,14,63.6846390391156,213.75,52.5,196.75,67.5
"1536","Reserve",0,0.44,0,0,0,56.44,28.11,7.56,1.67,5.33,0,0.44,0,0,0,0,"2296.05395507812","1944.44324671932","1704.98156738281",32.921199798584,7.60703475375154,187.960922838264,9.63567694773277,21.2431039661169,52.3987391759892,707.170735648662,29.6700000762939,-10.8712501525879,40.5412502288818,18.3488748868306,12.1136664350828,18.4833331902822,1.34087483088175,393,79,10,67.0932851805882,200,40,165,70
"1537","Ricardo",0,0,0,0,0,0,9,0,0,91,0,0,0,0,0,0,"1402.04064941406","1375.62374473788","1336.11828613281",4.47690439224243,0.482911309633083,143.929230115984,14.1606145845726,17.6296875979751,44.5188492912378,799.345578288252,33.7055015563965,-5.89499998092651,39.600501537323,23.3103337287903,5.90416663636764,23.915333588918,4.28416669368744,378,74,11,64.7484477394569,182,36,175,36
"1538","Rice Ranch",0,2.44,0,0,0,13.33,36.56,27.67,1.44,17.78,0,0.78,0,0,0,0,"2897.40893554688","1944.21433106675","1586.67346191406",44.2387199401855,10.9586957330893,187.517917489369,10.7833229531631,19.5194063127468,51.2551642825284,687.886493398008,33.5372505187988,-10.3544998168945,38.0480628013611,19.0778021216393,13.4579167149107,19.4739583134651,2.77112501859665,463.75,86.5,10.75,64.1478369496846,228.5,40.75,187,99.25
"1539","Riley",0,0,0,0,0,0,38.89,0,0,61.11,0,0,0,0,0,0,"1982.58483886719","1819.39306654162","1660.08984375",19.9502086639404,2.84602756977565,189.699607164402,11.9933749288321,17.8028540114562,45.0467666104663,794.907025529333,31.8360004425049,-8.32550048828125,39.5071251392365,21.3535831769307,7.0716040233771,21.8993957042694,2.41291670004527,267,57,8.5,72.9043372953266,146,30.5,118.5,36.5
"1540","Riley Camp",0,0,0,0,0,0,2.11,0,0,97.89,0,0,0,0,0,0,"1253.08142089844","1208.42399025535","1166.55529785156",4.5713005065918,0.828649049380014,155.020942511562,14.4381771155943,16.4940625689924,41.6198802140244,847.428623999965,34.0625,-5.56774997711182,39.6302499771118,25.0257083574931,4.07254175345103,25.0257083574931,4.07254175345103,442,76,13,60.3139703688618,205,41,205,41
